city,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,zip_count,zip_population,zips
Smithers,WV,West Virginia,Fayette,38.1685,-81.2991,734,195,America/New_York,3,2,367,25031 25186
Anmoore,WV,West Virginia,Harrison,39.2611,-80.2862,734,268,America/New_York,3,2,367,26323 26330
Montgomery,LA,Louisiana,Grant,31.6677,-92.8877,734,137,America/Chicago,3,1,734,71454
Brasher Falls,NY,New York,St. Lawrence,44.8096,-74.7789,734,172,America/New_York,3,1,734,13613
Greene,RI,Rhode Island,Kent,41.6988,-71.7339,734,46,America/New_York,3,1,734,2827
Swifton,AR,Arkansas,Jackson,35.8245,-91.1294,734,513,America/Chicago,3,1,734,72471
South Coffeyville,OK,Oklahoma,Nowata,36.9934,-95.6219,734,466,America/Chicago,3,1,734,74072
Calhoun,KY,Kentucky,McLean,37.5411,-87.2596,734,433,America/Chicago,3,1,734,42327
Oxford,NE,Nebraska,Furnas,40.253,-99.6322,733,311,America/Chicago,3,1,733,68967
Niota,TN,Tennessee,McMinn,35.517,-84.5497,733,123,America/New_York,3,1,733,37826
Mocanaqua,PA,Pennsylvania,Luzerne,41.1406,-76.1368,733,571,America/New_York,3,1,733,18655
Hot Sulphur Springs,CO,Colorado,Grand,40.0748,-106.1032,733,367,America/Denver,3,1,733,80451
Bodega Bay,CA,California,Sonoma,38.325,-123.0308,733,33,America/Los_Angeles,3,1,733,94923
Millville,OH,Ohio,Butler,39.3924,-84.6528,733,485,America/New_York,3,1,733,45013
Stewartsville,MO,Missouri,DeKalb,39.7551,-94.4987,733,286,America/Chicago,3,1,733,64490
Leon,KS,Kansas,Butler,37.6898,-96.7836,733,390,America/Chicago,3,1,733,67074
Loon Lake,WA,Washington,Stevens,48.0685,-117.6297,732,86,America/Los_Angeles,3,1,732,99148
Branford,FL,Florida,Suwannee,29.9619,-82.9237,732,254,America/New_York,3,1,732,32008
Santa Maria,TX,Texas,Cameron,26.0767,-97.8464,732,1154,America/Chicago,3,1,732,78592
Moncure,NC,North Carolina,Chatham,35.6239,-79.0768,732,59,America/New_York,3,1,732,27559
Silver Springs,NY,New York,Wyoming,42.6605,-78.0855,732,296,America/New_York,3,1,732,14550
Jefferson,PA,Pennsylvania,York,39.8156,-76.841,732,466,America/New_York,3,2,366,17311 17362
Watson,IL,Illinois,Effingham,39.0261,-88.5682,732,252,America/Chicago,3,1,732,62473
Low Mountain,AZ,Arizona,Navajo,35.9481,-110.0981,732,7,America/Denver,3,3,244,86520 86510 86034
Marble Cliff,OH,Ohio,Franklin,39.9857,-83.0614,732,1040,America/New_York,3,2,366,43212 43215
Eastborough,KS,Kansas,Sedgwick,37.6856,-97.2592,732,733,America/Chicago,3,3,244,67206 67207 67208
Camp Wood,TX,Texas,Real,29.669,-100.0108,731,560,America/Chicago,3,1,731,78833
Choctaw,LA,Louisiana,Lafourche,29.8457,-90.7238,731,45,America/Chicago,3,1,731,70301
Moapa Town,NV,Nevada,Clark,36.7708,-114.6473,731,1,America/Los_Angeles,3,2,366,89025 89067
Higginson,AR,Arkansas,White,35.1968,-91.7152,731,222,America/Chicago,3,2,366,72143 72068
Pocahontas,IL,Illinois,Bond,38.8234,-89.5394,731,360,America/Chicago,3,1,731,62275
St. Meinrad,IN,Indiana,Spencer,38.1692,-86.8257,731,167,America/Chicago,3,1,731,47577
Merrill,IA,Iowa,Plymouth,42.7206,-96.2525,731,498,America/Chicago,3,1,731,51038
St. George Island,FL,Florida,Franklin,29.652,-84.8881,730,59,America/New_York,3,1,730,32328
Wayne,OK,Oklahoma,McClain,34.9171,-97.3167,730,816,America/Chicago,3,1,730,73095
Vaughn,MT,Montana,Cascade,47.5524,-111.5608,730,78,America/Denver,3,3,243,59404 59487 59403
Plankinton,SD,South Dakota,Aurora,43.7155,-98.4836,730,369,America/Chicago,3,1,730,57368
Valley Springs,SD,South Dakota,Minnehaha,43.5825,-96.4648,730,301,America/Chicago,3,1,730,57068
Conway,NC,North Carolina,Northampton,36.4371,-77.2288,729,154,America/New_York,3,1,729,27820
Philadelphia,TN,Tennessee,Loudon,35.679,-84.4,729,180,America/New_York,3,1,729,37846
Conneautville,PA,Pennsylvania,Crawford,41.7572,-80.3685,729,273,America/New_York,3,1,729,16406
Altus,AR,Arkansas,Franklin,35.4465,-93.7643,729,150,America/Chicago,3,2,365,72821 72949
Tampico,IL,Illinois,Whiteside,41.6308,-89.785,729,714,America/Chicago,3,1,729,61283
Buffalo,IN,Indiana,White,40.888,-86.7374,729,118,America/Indiana/Indianapolis,3,2,365,47960 47925
Nevada,OH,Ohio,Wyandot,40.8188,-83.1312,729,274,America/New_York,3,1,729,44849
South Range,MI,Michigan,Houghton,47.0703,-88.6441,729,772,America/Detroit,3,1,729,49963
West Pittsburg,PA,Pennsylvania,Lawrence,40.931,-80.3591,728,409,America/New_York,3,1,728,16160
Gilbertville,IA,Iowa,Black Hawk,42.4182,-92.214,728,794,America/Chicago,3,1,728,50634
Philo,OH,Ohio,Muskingum,39.8613,-81.9088,728,548,America/New_York,3,1,728,43771
Landfall,MN,Minnesota,Washington,44.9508,-92.9766,728,4283,America/Chicago,2,1,728,55128
Sandersville,MS,Mississippi,Jones,31.7879,-89.0362,728,56,America/Chicago,3,1,728,39477
Como,TX,Texas,Hopkins,33.0601,-95.4757,727,254,America/Chicago,3,1,727,75431
Burke,TX,Texas,Angelina,31.2345,-94.7665,727,99,America/Chicago,3,1,727,75941
Bethel Springs,TN,Tennessee,McNairy,35.2341,-88.6131,727,125,America/Chicago,3,1,727,38315
Confluence,PA,Pennsylvania,Somerset,39.8094,-79.3552,727,175,America/New_York,3,1,727,15424
Avondale,CO,Colorado,Pueblo,38.2351,-104.3434,727,237,America/Denver,3,1,727,81022
Glen Ellen,CA,California,Sonoma,38.3564,-122.5412,727,133,America/Los_Angeles,3,1,727,95442
Brownstown,IL,Illinois,Fayette,38.9942,-88.9554,727,369,America/Chicago,3,1,727,62418
Clarks Hill,IN,Indiana,Tippecanoe,40.2472,-86.7245,727,1030,America/Indiana/Indianapolis,3,1,727,47930
Maricopa Colony,AZ,Arizona,Maricopa,33.3626,-112.2268,727,51,America/Phoenix,3,1,727,85339
Bantam,CT,Connecticut,Litchfield,41.7247,-73.2422,727,277,America/New_York,3,1,727,6750
Betsy Layne,KY,Kentucky,Floyd,37.5541,-82.6262,727,155,America/New_York,3,2,364,41605 41635
Plum Grove,TX,Texas,Liberty,30.2007,-95.0958,726,74,America/Chicago,3,2,363,77372 77327
Altamont,PA,Pennsylvania,Schuylkill,40.785,-76.217,726,303,America/New_York,3,1,726,17931
Elkton,SD,South Dakota,Brookings,44.2351,-96.4796,726,187,America/Chicago,3,1,726,57026
Highmore,SD,South Dakota,Hyde,44.5214,-99.4393,726,148,America/Chicago,3,1,726,57345
Cherry Grove,WA,Washington,Clark,45.8021,-122.5763,725,118,America/Los_Angeles,3,1,725,98604
Carlsborg,WA,Washington,Clallam,48.0842,-123.1697,725,264,America/Los_Angeles,3,1,725,98382
Wyocena,WI,Wisconsin,Columbia,43.4931,-89.3099,725,195,America/Chicago,3,3,242,53954 53960 53969
Lawtey,FL,Florida,Bradford,30.0484,-82.0725,725,185,America/New_York,3,1,725,32058
Orleans,VT,Vermont,Orleans,44.8092,-72.2013,725,308,America/New_York,3,1,725,5860
White,GA,Georgia,Bartow,34.2825,-84.7472,725,290,America/New_York,3,1,725,30184
Bethlehem,GA,Georgia,Barrow,33.9372,-83.7097,725,112,America/New_York,3,2,363,30620 30680
York,AZ,Arizona,Greenlee,32.9175,-109.196,725,149,America/Phoenix,3,1,725,85534
Lanesboro,MN,Minnesota,Fillmore,43.7181,-91.9719,725,214,America/Chicago,3,1,725,55949
Tekonsha,MI,Michigan,Calhoun,42.0967,-84.9897,725,303,America/Detroit,3,1,725,49092
New London,NC,North Carolina,Stanly,35.4348,-80.2198,724,141,America/New_York,3,1,724,28127
Mott,ND,North Dakota,Hettinger,46.3744,-102.3189,724,304,America/Denver,3,1,724,58646
Clay Center,NE,Nebraska,Clay,40.5256,-98.055,724,382,America/Chicago,3,1,724,68933
Ackermanville,PA,Pennsylvania,Northampton,40.835,-75.2226,724,204,America/New_York,3,1,724,18013
Gordon,PA,Pennsylvania,Schuylkill,40.75,-76.3401,724,471,America/New_York,3,1,724,17936
Lytle Creek,CA,California,San Bernardino,34.2499,-117.5044,724,46,America/Los_Angeles,3,1,724,92358
Oakman,AL,Alabama,Walker,33.7141,-87.389,724,90,America/Chicago,3,1,724,35579
Gould,AR,Arkansas,Lincoln,33.9872,-91.564,724,180,America/Chicago,3,1,724,71643
Lockesburg,AR,Arkansas,Sevier,33.9716,-94.1761,724,80,America/Chicago,3,1,724,71846
Greenview,IL,Illinois,Menard,40.085,-89.7407,724,328,America/Chicago,3,1,724,62642
Garnavillo,IA,Iowa,Clayton,42.8662,-91.2364,724,273,America/Chicago,3,1,724,52049
Bella Villa,MO,Missouri,St. Louis,38.5436,-90.2854,724,2166,America/Chicago,2,1,724,63125
Wilson,KS,Kansas,Ellsworth,38.8255,-98.4749,724,467,America/Chicago,3,1,724,67490
Mohall,ND,North Dakota,Renville,48.7661,-101.5169,723,262,America/Chicago,3,1,723,58761
Gilberton,PA,Pennsylvania,Schuylkill,40.7961,-76.2235,723,196,America/New_York,3,3,241,17949 17931 17934
Delta,PA,Pennsylvania,York,39.7267,-76.3271,723,1065,America/New_York,3,1,723,17314
Woodville,AL,Alabama,Jackson,34.6256,-86.2792,723,42,America/Chicago,3,1,723,35776
Wheatland,IA,Iowa,Clinton,41.8329,-90.8379,723,461,America/Chicago,3,1,723,52777
Schaller,IA,Iowa,Sac,42.4965,-95.2963,723,221,America/Chicago,3,1,723,51053
Whiting,IA,Iowa,Monona,42.1272,-96.1508,723,278,America/Chicago,3,1,723,51063
Passamaquoddy Pleasant Point,ME,Maine,Washington,44.9613,-67.0547,723,494,America/New_York,3,1,723,4667
Gainesville,MO,Missouri,Ozark,36.6063,-92.4245,723,97,America/Chicago,3,1,723,65655
Merrill,MI,Michigan,Saginaw,43.4091,-84.3345,723,401,America/Detroit,3,1,723,48637
Fairfield,MT,Montana,Teton,47.6152,-111.9814,723,915,America/Denver,3,1,723,59436
Salem,KY,Kentucky,Livingston,37.2653,-88.241,723,327,America/Chicago,3,1,723,42078
Noonday,TX,Texas,Smith,32.2445,-95.397,722,133,America/Chicago,3,2,361,75762 75703
Winton,NC,North Carolina,Hertford,36.3899,-76.9349,722,344,America/New_York,3,1,722,27986
Morrison,TN,Tennessee,Warren,35.6048,-85.9117,722,103,America/Chicago,3,1,722,37357
Heuvelton,NY,New York,St. Lawrence,44.617,-75.4046,722,366,America/New_York,3,1,722,13654
Green Mountain Falls,CO,Colorado,Teller,38.9345,-105.0235,722,255,America/Denver,3,1,722,80819
Elizabeth,IL,Illinois,Jo Daviess,42.3164,-90.2206,722,319,America/Chicago,3,1,722,61028
Gaston,OR,Oregon,Washington,45.4348,-123.1449,722,822,America/Los_Angeles,3,1,722,97119
Scarbro,WV,West Virginia,Fayette,37.9504,-81.1666,721,414,America/New_York,3,1,721,25917
Bulls Gap,TN,Tennessee,Hawkins,36.2616,-83.0788,721,228,America/New_York,3,1,721,37711
Koppel,PA,Pennsylvania,Beaver,40.8356,-80.3213,721,518,America/New_York,3,1,721,16136
Tyronza,AR,Arkansas,Poinsett,35.4868,-90.3559,721,180,America/Chicago,3,1,721,72386
Stewardson,IL,Illinois,Shelby,39.2639,-88.6301,721,449,America/Chicago,3,1,721,62463
North High Shoals,GA,Georgia,Oconee,33.8271,-83.5014,721,115,America/New_York,3,2,361,30621 30645
Shipshewana,IN,Indiana,LaGrange,41.6743,-85.5765,721,204,America/Indiana/Indianapolis,3,1,721,46565
Fremont,IA,Iowa,Mahaska,41.2126,-92.4342,721,269,America/Chicago,3,1,721,52561
Pigeon Creek,OH,Ohio,Summit,41.1101,-81.6723,721,311,America/New_York,3,1,721,44321
Liberal,MO,Missouri,Barton,37.559,-94.5161,721,334,America/Chicago,3,1,721,64762
Holdingford,MN,Minnesota,Stearns,45.7298,-94.4717,721,334,America/Chicago,3,1,721,56340
Whitewater,KS,Kansas,Butler,37.9636,-97.146,721,677,America/Chicago,3,1,721,67154
Ruch,OR,Oregon,Jackson,42.2314,-123.0403,721,41,America/Los_Angeles,3,1,721,97530
Cedar Key,FL,Florida,Levy,29.1462,-83.0388,720,275,America/New_York,3,1,720,32625
Andrews,FL,Florida,Levy,29.5496,-82.8884,720,51,America/New_York,3,2,360,32626 32693
Peletier,NC,North Carolina,Carteret,34.727,-77.0759,720,76,America/New_York,3,1,720,28584
Chippewa Park,OH,Ohio,Logan,40.516,-83.8875,720,631,America/New_York,3,1,720,43331
Brownton,MN,Minnesota,McLeod,44.7326,-94.3508,720,700,America/Chicago,3,1,720,55312
Alma,WI,Wisconsin,Buffalo,44.3371,-91.9223,719,52,America/Chicago,3,2,360,54622 54610
Deal,NJ,New Jersey,Monmouth,40.2497,-73.9976,719,234,America/New_York,3,1,719,7723
Gouldsboro,PA,Pennsylvania,Wayne,41.2428,-75.4448,719,106,America/New_York,3,1,719,18424
Grass Valley,NV,Nevada,Pershing,40.7971,-117.7603,719,8,America/Los_Angeles,3,1,719,89445
Opal,VA,Virginia,Fauquier,38.6201,-77.8049,719,88,America/New_York,3,2,360,22712 20186
Waterloo,CA,California,San Joaquin,38.0365,-121.1846,719,51,America/Los_Angeles,3,1,719,95215
Cammack Village,AR,Arkansas,Pulaski,34.7808,-92.3449,719,981,America/Chicago,3,1,719,72207
Lakeview,AR,Arkansas,Baxter,36.3739,-92.5387,719,266,America/Chicago,3,1,719,72642
Quitman,AR,Arkansas,Cleburne,35.382,-92.2142,719,143,America/Chicago,3,1,719,72131
Kansas,IL,Illinois,Edgar,39.5545,-87.9396,719,271,America/Chicago,3,1,719,61933
Grandview,IN,Indiana,Spencer,37.9369,-86.9842,719,289,America/Chicago,3,1,719,47615
Lake Tapawingo,MO,Missouri,Jackson,39.019,-94.3131,719,756,America/Chicago,3,1,719,64015
Golden City,MO,Missouri,Barton,37.3931,-94.0943,719,268,America/Chicago,3,1,719,64748
Karlstad,MN,Minnesota,Kittson,48.578,-96.5169,719,184,America/Chicago,3,1,719,56732
Cannonsburg,KY,Kentucky,Boyd,38.3806,-82.7006,719,159,America/New_York,3,1,719,41102
Edgemont,SD,South Dakota,Fall River,43.2973,-103.8323,719,201,America/Denver,3,1,719,57735
Etna,CA,California,Siskiyou,41.4582,-122.8946,718,364,America/Los_Angeles,3,1,718,96027
Ider,AL,Alabama,DeKalb,34.7022,-85.6691,718,51,America/Chicago,3,2,359,35981 35978
Addison,AL,Alabama,Winston,34.2017,-87.1765,718,73,America/Chicago,3,1,718,35540
New Florence,MO,Missouri,Montgomery,38.9092,-91.4529,718,92,America/Chicago,3,1,718,63363
Buckley,MI,Michigan,Wexford,44.5033,-85.672,718,152,America/Detroit,3,1,718,49620
Welaka,FL,Florida,Putnam,29.4822,-81.6658,717,187,America/New_York,3,2,359,32193 32189
Glen Ullin,ND,North Dakota,Morton,46.812,-101.8333,717,271,America/North_Dakota/New_Salem,3,1,717,58631
Fair Haven,NY,New York,Cayuga,43.3263,-76.7044,717,157,America/New_York,3,2,359,13156 13064
Flemington,GA,Georgia,Liberty,31.8507,-81.5603,717,58,America/New_York,3,1,717,31313
Perrysville,OH,Ohio,Ashland,40.6584,-82.3144,717,351,America/New_York,3,1,717,44864
Kadoka,SD,South Dakota,Jackson,43.8325,-101.5081,717,121,America/Denver,3,1,717,57543
Stokes,NC,North Carolina,Pitt,35.7105,-77.2676,716,62,America/New_York,3,1,716,27884
Wilton,ND,North Dakota,McLean,47.1581,-100.7842,716,497,America/Chicago,3,1,716,58579
Cleveland,NY,New York,Oswego,43.2398,-75.8847,716,244,America/New_York,3,1,716,13042
Courtdale,PA,Pennsylvania,Luzerne,41.2848,-75.9142,716,274,America/New_York,3,1,716,18704
Allenhurst,GA,Georgia,Liberty,31.7839,-81.6078,716,252,America/New_York,3,2,358,31301 31313
Plains,GA,Georgia,Sumter,32.0331,-84.3946,716,339,America/New_York,3,1,716,31780
Lyons,IN,Indiana,Greene,38.9884,-87.0812,716,343,America/Indiana/Indianapolis,3,1,716,47443
Scio,OH,Ohio,Harrison,40.399,-81.0882,716,496,America/New_York,3,1,716,43988
Hinckley,UT,Utah,Millard,39.3336,-112.6736,716,55,America/Denver,3,1,716,84635
Point Hope,AK,Alaska,North Slope,68.3445,-166.6738,715,55,America/Nome,3,1,715,99766
Foot of Ten,PA,Pennsylvania,Blair,40.4182,-78.4612,715,471,America/New_York,3,1,715,16635
Tonica,IL,Illinois,LaSalle,41.2159,-89.0702,715,202,America/Chicago,3,1,715,61370
Hunting Valley,OH,Ohio,Cuyahoga,41.4802,-81.4108,715,34,America/New_York,3,1,715,44022
Pilot Knob,MO,Missouri,Iron,37.6237,-90.6454,715,307,America/Chicago,3,2,358,63650 63663
Busby,MT,Montana,Big Horn,45.5281,-106.9753,715,19,America/Denver,3,1,715,59016
Mayesville,SC,South Carolina,Sumter,33.9849,-80.2044,715,269,America/New_York,3,1,715,29104
Pateros,WA,Washington,Okanogan,48.0536,-119.8994,714,546,America/Los_Angeles,3,1,714,98846
West Hamlin,WV,West Virginia,Lincoln,38.2801,-82.1941,714,516,America/New_York,3,2,357,25571 25506
Killona,LA,Louisiana,St. Charles,29.9985,-90.4851,714,345,America/Chicago,3,1,714,70057
Lakewood Park,TN,Tennessee,Coffee,35.6482,-86.1357,714,48,America/Chicago,3,1,714,37018
Langeloth,PA,Pennsylvania,Washington,40.3631,-80.4137,714,264,America/New_York,3,2,357,15054 15021
Nucla,CO,Colorado,Montrose,38.2668,-108.549,714,397,America/Denver,3,1,714,81424
Wadley,AL,Alabama,Randolph,33.1239,-85.5683,714,189,America/Chicago,3,1,714,36276
Sweet Home,AR,Arkansas,Pulaski,34.6707,-92.2465,714,70,America/Chicago,3,2,357,72206 72164
Avon,IL,Illinois,Fulton,40.662,-90.4351,714,611,America/Chicago,3,1,714,61415
La Rue,OH,Ohio,Marion,40.578,-83.3821,714,576,America/New_York,3,1,714,43332
Jonesburg,MO,Missouri,Montgomery,38.8546,-91.3028,714,196,America/Chicago,3,1,714,63351
Williamsburg,CO,Colorado,Fremont,38.384,-105.171,713,77,America/Denver,3,2,357,81226 81212
Ventura,IA,Iowa,Cerro Gordo,43.1283,-93.4621,713,155,America/Chicago,3,2,357,50428 50482
Adair,IA,Iowa,Guthrie,41.5004,-94.6434,713,125,America/Chicago,3,1,713,50002
Roff,OK,Oklahoma,Pontotoc,34.6288,-96.8411,713,298,America/Chicago,3,1,713,74865
Berlin Heights,OH,Ohio,Erie,41.3204,-82.4904,713,171,America/New_York,3,1,713,44814
Hillcrest,TX,Texas,Brazoria,29.3924,-95.2233,712,625,America/Chicago,3,1,712,77511
Riegelwood,NC,North Carolina,Columbus,34.3444,-78.2198,712,89,America/New_York,3,1,712,28456
Elmore City,OK,Oklahoma,Garvin,34.6299,-97.3909,712,300,America/Chicago,3,1,712,73433
Thatcher,UT,Utah,Box Elder,41.6815,-112.3201,712,22,America/Denver,3,1,712,84337
Hawk Point,MO,Missouri,Lincoln,38.9714,-91.1321,712,734,America/Chicago,3,1,712,63349
Marine on St. Croix,MN,Minnesota,Washington,45.1983,-92.7783,712,70,America/Chicago,3,1,712,55047
Jefferson,SC,South Carolina,Chesterfield,34.6512,-80.3866,712,152,America/New_York,3,1,712,29718
Steele,ND,North Dakota,Kidder,46.8568,-99.9181,711,494,America/Chicago,3,1,711,58482
Mount Morris,PA,Pennsylvania,Greene,39.7342,-80.0755,711,103,America/New_York,3,1,711,15349
Grazierville,PA,Pennsylvania,Blair,40.6576,-78.2707,711,249,America/New_York,3,1,711,16686
New Kingstown,PA,Pennsylvania,Cumberland,40.2311,-77.0728,711,172,America/New_York,3,2,356,17050 17072
La Honda,CA,California,San Mateo,37.3182,-122.2651,711,64,America/Los_Angeles,3,1,711,94020
Blythe,GA,Georgia,Richmond,33.3011,-82.2025,711,96,America/New_York,3,1,711,30805
Pelion,SC,South Carolina,Lexington,33.7751,-81.2502,711,74,America/New_York,3,1,711,29123
Horseshoe Bend,TX,Texas,Parker,32.5752,-97.8782,710,166,America/Chicago,3,1,710,76087
Zavalla,TX,Texas,Angelina,31.1584,-94.418,710,131,America/Chicago,3,1,710,75980
Walnuttown,PA,Pennsylvania,Berks,40.4467,-75.8405,710,462,America/New_York,3,1,710,19522
Arrington,VA,Virginia,Nelson,37.6744,-78.8929,710,26,America/New_York,3,1,710,22922
Cluster Springs,VA,Virginia,Halifax,36.6128,-78.9221,710,31,America/New_York,3,2,355,24520 24592
New Straitsville,OH,Ohio,Perry,39.5793,-82.2343,710,210,America/New_York,3,1,710,43766
Hanson,KY,Kentucky,Hopkins,37.4184,-87.4808,710,116,America/Chicago,3,1,710,42413
Echo,OR,Oregon,Umatilla,45.7431,-119.1919,710,473,America/Los_Angeles,3,1,710,97826
Cedar Crest,NM,New Mexico,Bernalillo,35.1114,-106.3802,709,87,America/Denver,3,1,709,87008
Efland,NC,North Carolina,Orange,36.0806,-79.1718,709,153,America/New_York,3,1,709,27243
Bertrand,NE,Nebraska,Phelps,40.5263,-99.6324,709,493,America/Chicago,3,1,709,68927
Lexington,AL,Alabama,Lauderdale,34.9652,-87.3735,709,84,America/Chicago,3,1,709,35648
Stockton,AL,Alabama,Baldwin,30.9946,-87.86,709,29,America/Chicago,3,2,355,36507 36579
Seneca Gardens,KY,Kentucky,Jefferson,38.2272,-85.6772,709,1787,America/New_York,3,1,709,40205
Faulkton,SD,South Dakota,Faulk,45.0342,-99.1267,709,270,America/Chicago,3,1,709,57438
Rebersburg,PA,Pennsylvania,Centre,40.9426,-77.4441,708,201,America/New_York,3,1,708,16872
Nicholson,PA,Pennsylvania,Wyoming,41.6268,-75.7861,708,235,America/New_York,3,1,708,18446
Indio Hills,CA,California,Riverside,33.8411,-116.2484,708,12,America/Los_Angeles,3,1,708,92241
Mineral City,OH,Ohio,Tuscarawas,40.6018,-81.361,708,334,America/New_York,3,1,708,44656
Cherokee,KS,Kansas,Crawford,37.3451,-94.8215,708,381,America/Chicago,3,1,708,66724
Walkerville,MT,Montana,Silver Bow,46.0366,-112.5396,708,122,America/Denver,3,2,354,59701 59703
North,SC,South Carolina,Orangeburg,33.6164,-81.103,708,316,America/New_York,3,1,708,29112
Wallace,LA,Louisiana,St. John the Baptist,30.0303,-90.6569,707,42,America/Chicago,3,2,354,70090 70049
Eastview,TN,Tennessee,McNairy,35.0877,-88.5517,707,53,America/Chicago,3,2,354,38367 38375
Morrison,OK,Oklahoma,Noble,36.2924,-97.0291,707,186,America/Chicago,3,1,707,73061
Eureka,UT,Utah,Juab,39.9588,-112.1149,707,183,America/Denver,3,1,707,84628
Clear Lake,MN,Minnesota,Sherburne,45.4463,-93.9985,707,266,America/Chicago,3,1,707,55319
Udall,KS,Kansas,Cowley,37.3889,-97.1177,707,501,America/Chicago,3,1,707,67146
Crofton,KY,Kentucky,Christian,37.0477,-87.4843,707,430,America/Chicago,3,1,707,42217
Garden Grove,FL,Florida,Hernando,28.4716,-82.4348,706,281,America/New_York,3,1,706,34604
Vernon,FL,Florida,Washington,30.6197,-85.7062,706,57,America/Chicago,3,1,706,32462
Normangee,TX,Texas,Leon,31.03,-96.1161,706,244,America/Chicago,3,1,706,77871
Quinhagak,AK,Alaska,Bethel,59.7511,-161.8993,706,66,America/Anchorage,3,1,706,99655
Rosedale,IN,Indiana,Parke,39.6225,-87.2818,706,690,America/Indiana/Indianapolis,3,1,706,47874
Kerkhoven,MN,Minnesota,Swift,45.1922,-95.3199,706,327,America/Chicago,3,1,706,56252
Bruce,WI,Wisconsin,Rusk,45.459,-91.2734,705,117,America/Chicago,3,1,705,54819
Tigerton,WI,Wisconsin,Shawano,44.7409,-89.0459,705,149,America/Chicago,3,1,705,54486
Sierra Blanca,TX,Texas,Hudspeth,31.1834,-105.3395,705,57,America/Denver,3,1,705,79851
Savoonga,AK,Alaska,Nome,63.6797,-170.4831,705,46,America/Nome,3,1,705,99769
Morgantown,PA,Pennsylvania,Berks,40.1539,-75.8906,705,288,America/New_York,3,1,705,19543
Vandling,PA,Pennsylvania,Lackawanna,41.631,-75.4703,705,207,America/New_York,3,1,705,18421
Hennepin,IL,Illinois,Putnam,41.2589,-89.3216,705,51,America/Chicago,3,1,705,61327
Grover,NC,North Carolina,Cleveland,35.1735,-81.452,704,284,America/New_York,3,1,704,28073
Scotts Corners,NY,New York,Westchester,41.1889,-73.5561,704,153,America/New_York,3,1,704,10576
Eldorado Springs,CO,Colorado,Boulder,39.9367,-105.2625,704,105,America/Denver,3,2,352,80025 80303
Rockport,AR,Arkansas,Hot Spring,34.4069,-92.8078,704,86,America/Chicago,3,1,704,72104
Vici,OK,Oklahoma,Dewey,36.1487,-99.2993,704,629,America/Chicago,3,1,704,73859
Adena,OH,Ohio,Jefferson,40.2166,-80.8762,704,506,America/New_York,3,1,704,43901
Quincy,OH,Ohio,Logan,40.2956,-83.9687,704,239,America/New_York,3,1,704,43343
Concorde Hills,OH,Ohio,Hamilton,39.211,-84.3572,704,772,America/New_York,3,2,352,45242 45243
Westbrook,MN,Minnesota,Cottonwood,44.0422,-95.4376,704,410,America/Chicago,3,1,704,56183
Sherman,MS,Mississippi,Pontotoc,34.3611,-88.8387,704,156,America/Chicago,3,2,352,38828 38869
Crystal Springs,FL,Florida,Pasco,28.183,-82.1539,703,47,America/New_York,3,2,352,33540 33524
Bogue,NC,North Carolina,Carteret,34.698,-77.0311,703,98,America/New_York,3,1,703,28570
Woodland,NC,North Carolina,Northampton,36.3306,-77.2149,703,216,America/New_York,3,1,703,27897
Newman Grove,NE,Nebraska,Madison,41.7469,-97.7767,703,497,America/Chicago,3,1,703,68758
Preston,MD,Maryland,Caroline,38.7112,-75.909,703,501,America/New_York,3,1,703,21655
Big Wells,TX,Texas,Dimmit,28.5699,-99.5702,702,489,America/Chicago,3,1,702,78830
Whitakers,NC,North Carolina,Nash,36.1057,-77.713,702,330,America/New_York,3,1,702,27891
Loyalton,CA,California,Sierra,39.6768,-120.2448,702,762,America/Los_Angeles,3,1,702,96118
Murray,IA,Iowa,Clarke,41.0413,-93.9489,702,341,America/Chicago,3,1,702,50174
Chevy Chase Section Five,MD,Maryland,Montgomery,38.984,-77.074,702,2538,America/New_York,2,1,702,20815
Okay,OK,Oklahoma,Wagoner,35.854,-95.3143,702,327,America/Chicago,3,2,351,74446 74467
Chesapeake,OH,Ohio,Lawrence,38.4298,-82.4489,702,572,America/New_York,3,1,702,45619
Cloudcroft,NM,New Mexico,Otero,32.9532,-105.7328,701,165,America/Denver,3,1,701,88317
Shelby,NE,Nebraska,Polk,41.194,-97.426,701,481,America/Chicago,3,1,701,68662
Corfu,NY,New York,Genesee,42.9611,-78.4026,701,271,America/New_York,3,1,701,14036
Tangier,VA,Virginia,Accomack,37.8235,-75.9934,701,499,America/New_York,3,1,701,23440
Seymour,IA,Iowa,Wayne,40.6824,-93.1212,701,115,America/Chicago,3,1,701,52590
Porum,OK,Oklahoma,Muskogee,35.3568,-95.2634,701,323,America/Chicago,3,1,701,74455
Gambell,AK,Alaska,Nome,63.7538,-171.6881,700,25,America/Nome,3,1,700,99742
Reile's Acres,ND,North Dakota,Cass,46.927,-96.8666,700,538,America/Chicago,3,1,700,58102
Scalp Level,PA,Pennsylvania,Cambria,40.2495,-78.8442,700,410,America/New_York,3,1,700,15963
Maplesville,AL,Alabama,Chilton,32.7867,-86.8783,700,82,America/Chicago,3,1,700,36750
Walnut Grove,AL,Alabama,Etowah,34.0641,-86.2863,700,53,America/Chicago,3,2,350,35952 35990
